fel.id,fel.file_id,user_glid,src_mcat_id,offer_ids,extracted_at,llm_extracted_json_masked
1587630,1604404,51498,135679,13096468934,1970-01-01 00:00:00.000,"{""callback"": ""callback by Today in 5 minutes - To provide rates (5 minute mein call karta hoon)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is actively follow up for pricing and waiting for a callback.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The call is a follow-up about pricing for a product discussed previously, which is common in B2B transactions."", ""evidence"": {""keywords"": [""Rates""], ""order_type"": {""order_type_category"": ""commercial""}, ""repeat_buyer"": true}}, ""buyer_intent"": {""narrative"": ""Wants to know the price for his product requirement."", ""reasoning"": ""The buyer is following up on an earlier price inquiry, indicating a genuine need for the rates to proceed."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller will call back in 5 minutes with rates once the production meeting ends. (5 minute mein call karta hoon)""}, ""call_purpose"": ""followup"", ""all_languages"": [""Gujarati"", ""Hindi""], ""primary_language"": ""Gujarati"", ""additional_details"": {""buyer_queries"": [{""query"": ""What are the rates?"", ""category"": ""Pricing"", ""sequence"": 1}], ""seller_queries"": []}}, ""products"": [{""product_name"": ""Bags"", ""is_buyer_interested"": true}], ""next_steps"": {""buyer_next_steps"": [""To wait for the seller's call in 5 minutes""], ""seller_next_steps"": [""To call back within 5 minutes with the updated rates from the production team""]}, ""buyer_details"": {""buyer_mobile_number"": ""54251db3b6be01100bfbf42e057b72668055a8a2bdab5b5ab0ee35f968788533""}, ""seller_details"": {""seller_mobile_number"": ""e99738ae6d94d4fe25da2ddcd6f5c3cb6823b24288b79d61c36f938a83533dd7""}}"
3221806,3238636,26627556,30613,13303894734,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Discussed specific price and location for raw material requirements.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is asking for raw materials to assemble bulbs, indicating a small-scale manufacturing or commercial resale interest."", ""evidence"": {""keywords"": [""Raw Material"", ""9 Watt"", ""Assembly""], ""order_type"": [""bulk"", ""commercial""], ""repeat_buyer"": true, ""buyer_persona"": {""persona_detail"": ""Small Scale Assembler"", ""persona_category"": ""manufacturer""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants 100 units of 9W LED bulb raw material for assembly in Amroha."", ""reasoning"": ""Buyer specifically asked for 9W raw materials for local assembly and mentioned a specific quantity and location."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Pricing shared for raw material, next steps pending detailed confirmation.""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""How much will 100 quantities of 9-watt bulbs cost?"", ""category"": ""Pricing"", ""sequence"": 3}, {""query"": ""Will I get raw material and have to assemble the bulb myself?"", ""category"": ""Specifications"", ""sequence"": 4}], ""seller_queries"": [{""query"": ""For which product do you want to inquire?"", ""category"": ""Specifications"", ""sequence"": 1, ""answer_by_buyer"": ""9 watt bulb and concealed lights""}, {""query"": ""How much watt and quantity do you need?"", ""category"": ""Quantity"", ""sequence"": 2, ""answer_by_buyer"": ""100 quantities of 9 watt""}]}, ""intended_application"": ""Product Assembly and Resale""}, ""products"": [{""price"": {""gst"": {""is_gst_included"": false}, ""value"": 20.5, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""9W LED Bulb Raw Material"", ""specifications"": [{""name"": ""Power"", ""unit"": ""W"", ""value"": ""9"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Component Type"", ""value"": ""Raw Material"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""pieces"", ""value"": 100}, ""related_categories"": [{""name"": ""Plastic LED Light Housing"", ""reason"": ""Raw material for bulbs often includes housing components.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""LED Bulb"", ""reason"": ""Explicitly discussed 9 watt LED bulb requirement.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To confirm total order value including GST""], ""seller_next_steps"": [""To provide detailed quote for raw materials""]}, ""buyer_details"": {""buyer_location"": {""buyer_city"": ""Amroha"", ""buyer_locality"": ""Bachhrayun""}}, ""seller_details"": {""seller_location"": {""seller_city"": ""Ghaziabad""}}}"
1315324,1332086,2734292,29670,13038468552,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Specific brand and quantity clarified; details being shared on WhatsApp.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer provides a specific industrial quantity (627 liters) for a company requirement and asks for a specialized industrial brand, indicating a B2B transaction."", ""evidence"": {""keywords"": [""Company Requirement"", ""Shell Tellus"", ""Industrial Oil""], ""order_type"": {""order_type_category"": ""commercial""}, ""buyer_persona"": {""persona_category"": ""manufacturer""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants to purchase 627 liters of Shell Tellus hydraulic oil for a company in Rudrapur."", ""reasoning"": ""The buyer specifies a very precise quantity of 627 liters and a specific brand (Shell Tellus), indicating a professional requirement."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Buyer saved the seller's number to share company card and requirement for pricing (Aap rate share kar dijiye).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What is the rate of hydraulic oil?"", ""category"": ""Pricing"", ""sequence"": 1}, {""query"": ""Is thermal oil also available?"", ""category"": ""Availability"", ""sequence"": 4}], ""seller_queries"": [{""query"": ""Where do you need the delivery?"", ""category"": ""Delivery"", ""sequence"": 2}, {""query"": ""How much quantity is required?"", ""category"": ""Quantity"", ""sequence"": 3}, {""query"": ""Which brand of oil do you need?"", ""category"": ""Specifications"", ""sequence"": 5}]}, ""intended_application"": ""Industrial Machinery""}, ""products"": [{""product_name"": ""Shell Tellus Hydraulic Oil"", ""specifications"": [{""name"": ""Brand"", ""value"": ""Shell Tellus"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""liters"", ""value"": 627}, ""related_categories"": [{""name"": ""Hydraulic Oils"", ""reason"": ""The product is a type of hydraulic oil used in machinery.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Shell Tellus Hydraulic Oils"", ""reason"": ""The buyer specifically requested Shell Tellus brand oil.""}, ""seller_accepts_quantity"": true}, {""product_name"": ""Thermal Oil"", ""related_categories"": [{""name"": ""Industrial Oils"", ""reason"": ""Thermal oil is a category of industrial heat transfer fluids.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Thermic Fluid Oil"", ""reason"": ""The buyer inquired about the availability of thermal oil.""}}], ""next_steps"": {""buyer_next_steps"": [""To share company visiting card and requirements on WhatsApp"", ""To share brand and quantity details for thermal oil""], ""seller_next_steps"": [""To share the quotation for Shell Tellus hydraulic oil""]}, ""buyer_details"": {""buyer_name"": ""7e00e8248485bb03c80930cf50ee54daad87b4bf237ad70f4043fe5ddfb2a833"", ""buyer_location"": {""buyer_city"": ""Rudrapur"", ""buyer_state"": ""Uttarakhand""}}, ""seller_details"": {""seller_name"": ""941459c10323716b64c83dbf9c97c39c745c1aea60107f1b9cd998bd8337f08d""}}"
3229087,3245918,13665628,42666,13146371695,1970-01-01 00:00:00.000,"{""callback"": ""callback by Today 6 PM - To visit the seller's location (6 baje tak chalu rehte hai)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Hot"", ""deal_readiness_reason"": ""Information shared and shop visit planned for the same day""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is visiting the seller's business location to discuss a requirement, indicating a professional or resale context typical of B2B transactions."", ""evidence"": {""keywords"": [""Shop Visit""], ""repeat_buyer"": false}}, ""buyer_intent"": {""narrative"": ""Wants to visit seller's shop to discuss product requirement"", ""reasoning"": ""Buyer is visiting the seller's location after receiving details on WhatsApp, indicating high intent"", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller shared details and location on WhatsApp; buyer to visit by 6 PM (Hello bhej diya location sab bhej deta hoon)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""Marathi""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Until what time are you available at your location?"", ""category"": ""Location"", ""sequence"": 1}], ""seller_queries"": []}}, ""products"": [{""product_name"": ""Unspecified Product"", ""is_buyer_interested"": true}], ""next_steps"": {""buyer_next_steps"": [""To visit the shop by 6 PM""], ""seller_next_steps"": [""To share location and catalog on WhatsApp""]}, ""buyer_details"": {""buyer_mobile_number"": ""cfa42421661c8fafb8ba189b06947c03842442ba3312c0e1223d881c62c9b765""}, ""seller_details"": {""seller_name"": ""f3cce486ea320015c8e0ffae7cfda6bc2c449a8980b1fb4c632703a70a998246""}}"
537916,546880,3043276,53096,13164947134,1970-01-01 00:00:00.000,"{""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about a specific industrial electrical conductor (33KV 100 sq mm Dog Conductor) but for a very small quantity (100 meters), which is generally considered low for industrial manufacturing, suggesting a specific maintenance or site requirement."", ""evidence"": {""keywords"": [""33 KV"", ""100 square mm"", ""Dog Conductor""], ""order_type"": ""commercial"", ""repeat_buyer"": false, ""buyer_persona"": ""end customer"", ""quantity_scale"": ""Low""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi""}, ""products"": [{""price"": {""offer_details"": ""Seller mentioned the product weight is approximately 393 kg per kilometer.""}, ""in_stock"": ""in stock"", ""product_name"": ""Dog Conductor"", ""specifications"": [{""name"": ""Voltage Rating"", ""unit"": ""KV"", ""value"": ""33"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Size"", ""unit"": ""sq mm"", ""value"": ""100"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""meter"", ""value"": 100}, ""related_categories"": [{""name"": ""ACSR Conductor"", ""reason"": ""Dog conductor is a common code name for a specific size of ACSR conductor.""}, {""name"": ""Electrical Conductors"", ""reason"": ""It is a metal conductor used for electrical power transmission.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Aluminium Conductor"", ""reason"": ""The product 'Dog Conductor' is a specific type of ACSR (Aluminium Conductor Steel Reinforced) used in power transmission.""}}], ""next_steps"": {""buyer_next_steps"": [""To purchase the product from a local dealer in Jaipur""], ""seller_next_steps"": [""To provide contact for a Jaipur dealer if available""]}, ""buyer_details"": {""buyer_name"": ""6e2403383a151b190c7b71cea3b60f7012a246a63a31cbf8607bc084b721eca2"", ""buyer_location"": {""buyer_city"": ""Bhilwara"", ""buyer_state"": ""Rajasthan""}}, ""seller_details"": {""seller_location"": {""seller_city"": ""New Delhi"", ""seller_locality"": ""Bawana""}}}"
2715056,2731876,8855979,2699,11300985552,1970-01-01 00:00:00.000,"{""callback"": ""callback by Tomorrow morning - To confirm stock availability"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer has clear specs and quantity (2 units) but next step depends on seller's stock confirmation.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about a specific series of industrial AC drives for technical use, indicating a B2B requirement despite the small quantity of 2 units."", ""evidence"": {""keywords"": [""Vichi AC Drive"", ""AC 310 Series""], ""order_type"": [""bulk"", ""commercial""], ""buyer_persona"": {""persona_category"": ""retailer""}, ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Looking for 2 units of Vichi AC Drive (AC 310 series, 7.5 KW)."", ""reasoning"": ""Buyer provided specific model number (AC 310) and capacity (7.5 KW) with a defined quantity."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller will check stock and update the buyer (I'll check the stock and I update you).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""English"", ""additional_details"": {""buyer_queries"": [{""query"": ""Where are you located?"", ""category"": ""Location"", ""sequence"": 3, ""answer_by_seller"": ""Haridwar, Uttarakhand.""}], ""seller_queries"": [{""query"": ""How many quantity?"", ""category"": ""Quantity"", ""sequence"": 2, ""answer_by_buyer"": ""We need 2 units.""}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Vichi AC Drive (AC 310 series)"", ""specifications"": [{""name"": ""Manufacturer"", ""value"": ""Vichi"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Series"", ""value"": ""AC 310"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Power Capacity"", ""unit"": ""KW"", ""value"": ""7.5"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""units"", ""value"": 2}, ""related_categories"": [{""name"": ""VFD"", ""reason"": ""AC Drives are widely known and categorized as Variable Frequency Drives (VFD).""}, {""name"": ""Industrial AC Drive"", ""reason"": ""These drives are used in industrial machinery for motor control.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""AC Drive"", ""reason"": ""The buyer explicitly asked for an 'AC Drive' of the AC 310 series.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To wait for stock confirmation from the seller""], ""seller_next_steps"": [""To check available stock for AC 310 7.5 KW Drive"", ""To call the buyer back with availability details""]}, ""buyer_details"": {""buyer_name"": ""dce4a641bce4d18cb39a7b5011c2eddbabe438b47fef8b1d3b0ac6d6b080cc48"", ""buyer_mobile_number"": ""f20754df2b52aec380083f99f25a39d108b462423a01666b6e6656b997249897""}, ""seller_details"": {""seller_name"": ""4320472dca0d474b698d34e00ea152eae7c4fe91290b6745c78ed67b4b0551b4"", ""seller_location"": {""seller_city"": ""Haridwar"", ""seller_state"": ""Uttarakhand""}}}"
2718865,2735685,2734292,29670,13038468552,1970-01-01 00:00:00.000,"{""payment"": {}, ""callback"": ""callback by [No specific time mentioned] - [Not a valid callback]"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Specific requirement for factory use discussed; details being shared on WhatsApp.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer stated the requirement is for their factory and requested multiple types of industrial oils."", ""evidence"": {""keywords"": [""Factory Use"", ""Compressor Oil"", ""Hydraulic Oil""], ""order_type"": [""commercial""], ""repeat_buyer"": true, ""buyer_persona"": {""persona_category"": ""manufacturer""}}}, ""buyer_intent"": {""narrative"": ""Needs compressor, hydraulic, and engine oils for factory use."", ""reasoning"": ""Specified detailed product types (compressor, hydraulic, engine oil) and intended use (factory)."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller will share details on WhatsApp (WhatsApp pe hi share kar raha hoon).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Which lubricant oils are available?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""Lubricant, compressor, and hydraulic oils are available.""}, {""query"": ""Do you have Tata Motors engine oil?"", ""category"": ""Availability"", ""sequence"": 4, ""answer_by_seller"": ""Tata Motors engine oil is not available, but HP brand is.""}], ""seller_queries"": [{""query"": ""What is your WhatsApp number?"", ""category"": ""Other"", ""sequence"": 2, ""answer_by_buyer"": ""7503183434""}, {""query"": ""Do you resell these products?"", ""category"": ""Other"", ""sequence"": 5, ""answer_by_buyer"": ""I have a factory where I need to deliver the oil.""}]}, ""intended_application"": ""Industrial Production""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Hydraulic Oil"", ""specifications"": [], ""related_categories"": [{""name"": ""Industrial Oils"", ""reason"": ""Hydraulic oil is a type of industrial lubricant.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Hydraulic Oils"", ""reason"": ""Buyer specifically asked for hydraulic oil.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Compressor Oil"", ""specifications"": [], ""related_categories"": [{""name"": ""Hydraulic Pump Oil"", ""reason"": ""Often used in similar industrial lubrication contexts.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Industrial Oils"", ""reason"": ""Compressor oil is used in industrial machinery.""}}, {""in_stock"": ""not sold"", ""product_name"": ""Tata Motors Engine Oil"", ""specifications"": [{""name"": ""Brand"", ""value"": ""Tata Motors"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Industrial Oils"", ""reason"": ""Engine oil fall under broader industrial/automotive lubricant category.""}}, {""in_stock"": ""in stock"", ""product_name"": ""HP Engine Oil"", ""specifications"": [{""name"": ""Brand"", ""value"": ""HP"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Industrial Oils"", ""reason"": ""HP engine oil mentioned as available by seller.""}}], ""next_steps"": {""buyer_next_steps"": [""To share specific requirements on WhatsApp""], ""seller_next_steps"": [""To share product details and catalog on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""2239230fabd0900f57b91b018e764a8a62ea8b70d84a8973b114ef5e86ffd955""}, ""seller_details"": {}}"
1333799,1350562,51498,135679,13096468934,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""Call disconnected immediately without any verbal interaction. ""}, ""metadata"": {""call_type"": {""type"": ""B2C"", ""reason"": ""Insufficient information to determine if the call is B2B or B2C as no discussion occurred."", ""evidence"": {""keywords"": []}}, ""buyer_intent"": {""narrative"": ""The buyer initiated a call but disconnected quickly."", ""reasoning"": ""Call was disconnected before any requirements or specifications could be discussed; no intent could be established beyond the attempt to connect."", ""intent_level"": ""Low""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Call disconnected at the start (Hello, hello connection attempt).""}, ""call_purpose"": ""irrelevant"", ""all_languages"": [""English""], ""primary_language"": ""English"", ""additional_details"": {""buyer_queries"": [], ""seller_queries"": []}}, ""products"": [], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""50bf4c9269f1f982e9310ad430723e1f90018cffab77dab4b960af5e0bb692cf""}, ""seller_details"": {""seller_name"": ""f3352ec09a4eb5f7588d3ce4b882a5bf5ea6c94b9c39e28bc9958328adb7c44b""}}"
1333850,1350613,51498,135679,13096468934,1970-01-01 00:00:00.000,"{""callback"": """", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Does not manufacture 5 kg and 10 kg variants"", ""category"": ""Availability""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""The seller does not manufacture the specific smaller capacities (5 kg, 10 kg) requested by the buyer.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring based on a catalog and specific industrial/commercial capacities for resale or business use."", ""evidence"": {""keywords"": [""Paper Bag"", ""Catalog"", ""Batch Capacity""], ""order_type"": {""order_type_category"": ""commercial""}, ""buyer_persona"": {""persona_category"": ""retailer""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Looking for paper bags in 5 kg and 10 kg capacities."", ""reasoning"": ""The buyer has specific size/capacity requirements and proactively asked about MOQ and catalog."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Seller does not manufacture requested sizes (5 kg/10 kg), only 25 kg. (Nahi sir hamara capacity 25 kg ka rehta hai)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What is your minimum order quantity?"", ""category"": ""Availability"", ""sequence"": 1}, {""query"": ""Do you have 5 kg and 10 kg capacity bags?"", ""category"": ""Availability"", ""sequence"": 3}], ""seller_queries"": []}}, ""products"": [{""in_stock"": ""not sold"", ""product_name"": ""Paper Bag"", ""specifications"": [{""name"": ""Capacity"", ""unit"": ""kg"", ""value"": ""5"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""kg"", ""value"": 5}, ""related_categories"": [{""name"": ""Kraft Paper Bags"", ""reason"": ""Paper bags are frequently made from Kraft paper in the packaging industry.""}, {""name"": ""Paper Packaging Bag"", ""reason"": ""Used for commercial packaging of goods.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Paper Bags"", ""reason"": ""The buyer specifically inquired about paper bags based on a received catalog.""}}, {""in_stock"": ""not sold"", ""product_name"": ""Paper Bag"", ""specifications"": [{""name"": ""Capacity"", ""unit"": ""kg"", ""value"": ""10"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""kg"", ""value"": 10}, ""related_categories"": [{""name"": ""Kraft Paper Bags"", ""reason"": ""Commonly used for larger capacity paper packaging.""}, {""name"": ""Packaging Sacks"", ""reason"": ""High capacity paper bags often fall under sacks.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Paper Bags"", ""reason"": ""The buyer explicitly asked for 10 kg paper bags.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Paper Bag"", ""specifications"": [{""name"": ""Capacity"", ""unit"": ""kg"", ""value"": ""25"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Paper Packaging Bag"", ""reason"": ""General category for paper-based packaging.""}], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Paper Bags"", ""reason"": ""Seller confirmed their standard manufacturing capacity.""}}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""50bf4c9269f1f982e9310ad430723e1f90018cffab77dab4b960af5e0bb692cf""}, ""seller_details"": {""seller_name"": ""f3352ec09a4eb5f7588d3ce4b882a5bf5ea6c94b9c39e28bc9958328adb7c44b""}}"
555710,564911,51498,135679,13096468934,1970-01-01 00:00:00.000,"{""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is requesting a high quantity of 2 to 3 tons per month, indicating a business requirement for commercial use or distribution."", ""evidence"": {""keywords"": [""2 to 3 tons monthly"", ""Manufacturing unit""], ""order_type"": ""recurring"", ""repeat_buyer"": true, ""buyer_persona"": ""Wholesaler/Distributor"", ""quantity_scale"": ""High""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Gujarati"", ""English""], ""primary_language"": ""Gujarati""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Paper Laminated Bag (Paper Packaging Bag)"", ""specifications"": [{""name"": ""Liner Thickness"", ""unit"": ""micron"", ""value"": ""51"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""GSM"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""tonnes"", ""value"": 2}, ""related_categories"": [{""name"": ""Paper Packaging Bag"", ""reason"": ""The buyer used this term to describe the general product category they are looking for.""}, {""name"": ""Laminated Paper Bag"", ""reason"": ""The product involves lamination as discussed by the seller.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Paper Laminated HDPE Bags"", ""reason"": ""The seller explicitly mentioned being a manufacturer of paper laminated bags which includes HDPE lamination.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Paper Laminated Bag (Paper Packaging Bag)"", ""specifications"": [{""name"": ""Liner Thickness"", ""unit"": ""micron"", ""value"": ""70"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""tonnes"", ""value"": 2}, ""related_categories"": [{""name"": ""Paper Packaging Bag"", ""reason"": ""It is a type of paper packaging bag as requested by the buyer.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Paper Laminated HDPE Bags"", ""reason"": ""The seller mentioned providing liners up to 70 microns for their paper laminated bags.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Multiwall Paper Bag"", ""specifications"": [{""name"": ""Liner Thickness"", ""unit"": ""micron"", ""value"": ""51"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""tonnes"", ""value"": 2}, ""related_categories"": [{""name"": ""Paper Bags"", ""reason"": ""Multiwall paper bags fall under the broader category of paper bags.""}, {""name"": ""Paper Packaging Bag"", ""reason"": ""The buyer is looking for paper packaging solutions.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Multiwall Paper Bags"", ""reason"": ""The seller explicitly stated they manufacture multiwall paper bags.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Multiwall Paper Bag"", ""specifications"": [{""name"": ""Liner Thickness"", ""unit"": ""micron"", ""value"": ""70"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""tonnes"", ""value"": 2}, ""related_categories"": [{""name"": ""Paper Packaging Bag"", ""reason"": ""Used for heavy-duty industrial packaging.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Multiwall Paper Bags"", ""reason"": ""The seller confirmed they make multiwall bags and can provide thicker liners.""}}], ""next_steps"": {""seller_next_steps"": [""To send catalogue and company details on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""b26d28f46ceba1518fad6a7122320240084a5fe4fe73a5128fffcfffa86f2907"", ""buyer_location"": {""buyer_city"": ""Ahmedabad""}, ""buyer_mobile_number"": ""4417624259034c13137725fd0547b4263919e60b3feb33fc4522ea42d37d19ec""}, ""seller_details"": {""seller_name"": ""f3352ec09a4eb5f7588d3ce4b882a5bf5ea6c94b9c39e28bc9958328adb7c44b"", ""seller_location"": {""seller_city"": ""Ahmedabad""}}}"
